ingredient_name,url,irritant_free,teen_safe,fragrance_free,paraben_free,gluten_free,soy_free,nut_free,dairy_free,dye_free,silicon_free,sulphate_free,latex_free,sesame_free,citrus_free,seafood_free,vegan,vegetarian,paleo,unscented,scent_free
Kheera JalQ.S,https://www.skinsafeproducts.com/ingredients/kheera-jalq-s,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kigelia,https://www.skinsafeproducts.com/ingredients/kigelia,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kigelia Africana Fruit Powder,https://www.skinsafeproducts.com/ingredients/kigelia-africana-fruit-powder,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kigelia Fruit Extract,https://www.skinsafeproducts.com/ingredients/kigelia-fruit-extract-0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kisolite Biogenic Mineral Powder (BMP),https://www.skinsafeproducts.com/ingredients/kisolite-biogenic-mineral-powder-bmp,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kitkitdizze (Chamaebatia foliolosa),https://www.skinsafeproducts.com/ingredients/kitkitdizze-chamaebatia-foliolosa,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kjellmaniella Crassifolia Extract,https://www.skinsafeproducts.com/ingredients/kjellmaniella-crassifolia-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kjellmaniella Gyrata Extract,https://www.skinsafeproducts.com/ingredients/kjellmaniella-gyrata-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kloeckera,https://www.skinsafeproducts.com/ingredients/kloeckera,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Klucel,https://www.skinsafeproducts.com/ingredients/klucel,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kluyveromyces Extract,https://www.skinsafeproducts.com/ingredients/kluyveromyces-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kluyveromyces/Lactobacillus/Lactococcus/Leuconostoc/Saccharomyces Milk Ferment Filtrate,https://www.skinsafeproducts.com/ingredients/kluyveromyces-lactobacillus-lactococcus-leuconostoc-saccharomyces-milk-ferment-filtrate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kluyveromyces/lactobacillus/acanthopanax koreanum bark/stem oil ferment filtrate,https://www.skinsafeproducts.com/ingredients/kluyveromyces-lactobacillus-acanthopanax-koreanum-bark-stem-oil-ferment-filtrate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kluyveromyces/lactobacillus/camellia japonica seed oil ferment filtrate,https://www.skinsafeproducts.com/ingredients/kluyveromyces-lactobacillus-camellia-japonica-seed-oil-ferment-filtrate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kochia Scoparia (Summer Cypress) Fruit Extract,https://www.skinsafeproducts.com/ingredients/kochia-scoparia-summer-cypress-fruit-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kojic Acid,https://www.skinsafeproducts.com/ingredients/kojic-acid,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kojic Acid Dipalmitate,https://www.skinsafeproducts.com/ingredients/kojic-acid-dipalmitate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kojic Dipalmitate,https://www.skinsafeproducts.com/ingredients/kojic-dipalmitate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kojyl Carboxy Dipeptide-23,https://www.skinsafeproducts.com/ingredients/kojyl-carboxy-dipeptide-23,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kojyl Methylenedioxycinnamate,https://www.skinsafeproducts.com/ingredients/kojyl-methylenedioxycinnamate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kokum,https://www.skinsafeproducts.com/ingredients/kokum,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kola Extract,https://www.skinsafeproducts.com/ingredients/kola-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kola Nut Extract,https://www.skinsafeproducts.com/ingredients/kola-nut-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kombu Seaweed,https://www.skinsafeproducts.com/ingredients/kombu-seaweed,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kombucha (Sweet Black Tea),https://www.skinsafeproducts.com/ingredients/kombucha-sweet-black-tea,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kona Coffee Plant Extract,https://www.skinsafeproducts.com/ingredients/kona-coffee-plant-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Konjac-Mannan Plant Fiber (Glucomannan),https://www.skinsafeproducts.com/ingredients/konjac-mannan-plant-fiber-glucomannan,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Korres Black Pine Bud Extract,https://www.skinsafeproducts.com/ingredients/korres-black-pine-bud-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Korres Black Pine Extract,https://www.skinsafeproducts.com/ingredients/korres-black-pine-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kou-Cha Ekisu (Black Tea Extract),https://www.skinsafeproducts.com/ingredients/kou-cha-ekisu-black-tea-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Krameria Triandra (Ratanhia) Root Extract,https://www.skinsafeproducts.com/ingredients/krameria-triandra-ratanhia-root-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Krameria Triandra (Rhatany) Root Powder,https://www.skinsafeproducts.com/ingredients/krameria-triandra-rhatany-root-powder,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kreosotum (Kreosote),https://www.skinsafeproducts.com/ingredients/kreosotum-kreosote,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kukui Seed Oil,https://www.skinsafeproducts.com/ingredients/kukui-seed-oil,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kumari Leaf Pulp 4.5%,https://www.skinsafeproducts.com/ingredients/kumari-leaf-pulp-4-5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kunzea Ambigua Branch/Leaf/Twig Oil,https://www.skinsafeproducts.com/ingredients/kunzea-ambigua-branch-leaf-twig-oil,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kunzea Ericoides (Kanuka) Leaf Oil,https://www.skinsafeproducts.com/ingredients/kunzea-ericoides-kanuka-leaf-oil,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kunzea Ericoides Leaf Extract,https://www.skinsafeproducts.com/ingredients/kunzea-ericoides-leaf-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kunzea Pomifera Fruit Extract,https://www.skinsafeproducts.com/ingredients/kunzea-pomifera-fruit-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kunzea Pomifera Seed Oil,https://www.skinsafeproducts.com/ingredients/kunzea-pomifera-seed-oil,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Kusumbhi Seed Oil 0.5%,https://www.skinsafeproducts.com/ingredients/kusumbhi-seed-oil-0-5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Alanine,https://www.skinsafeproducts.com/ingredients/l-alanine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Arabinose,https://www.skinsafeproducts.com/ingredients/l-arabinose,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Arginine,https://www.skinsafeproducts.com/ingredients/l-arginine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Ascorbic Acid Powder,https://www.skinsafeproducts.com/ingredients/l-ascorbic-acid-powder,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Aspartic Acid,https://www.skinsafeproducts.com/ingredients/l-aspartic-acid,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-CARNITINE HYDROCHLORIDE,https://www.skinsafeproducts.com/ingredients/l-carnitine-hydrochloride,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-CARNITINE TARTRATE,https://www.skinsafeproducts.com/ingredients/l-carnitine-tartrate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Carnosine,https://www.skinsafeproducts.com/ingredients/l-carnosine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Cysteine,https://www.skinsafeproducts.com/ingredients/l-cysteine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Cystine,https://www.skinsafeproducts.com/ingredients/l-cystine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Ergothioneine,https://www.skinsafeproducts.com/ingredients/l-ergothioneine-0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Glutamine,https://www.skinsafeproducts.com/ingredients/l-glutamine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Glycine,https://www.skinsafeproducts.com/ingredients/l-glycine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Histidine,https://www.skinsafeproducts.com/ingredients/l-histidine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Histidine monohydrochloride monohydrate,https://www.skinsafeproducts.com/ingredients/l-histidine-monohydrochloride-monohydrate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Isoleucine,https://www.skinsafeproducts.com/ingredients/l-isoleucine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Lactic Acid,https://www.skinsafeproducts.com/ingredients/l-lactic-acid,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Leucine,https://www.skinsafeproducts.com/ingredients/l-leucine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Lysine,https://www.skinsafeproducts.com/ingredients/l-lysine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Lysine Mica (Mica 77019 and Lauroyl Lysine),https://www.skinsafeproducts.com/ingredients/l-lysine-mica-mica-77019-and-lauroyl-lysine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Ornithine,https://www.skinsafeproducts.com/ingredients/l-ornithine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Phenylalanine,https://www.skinsafeproducts.com/ingredients/l-phenylalanine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Proline,https://www.skinsafeproducts.com/ingredients/l-proline,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Pyrrolidonecarboxylic Acid,https://www.skinsafeproducts.com/ingredients/l-pyrrolidonecarboxylic-acid,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Selenomethionine and L-Proline and L-Cysteine (ProliSel®),https://www.skinsafeproducts.com/ingredients/l-selenomethionine-and-l-proline-and-l-cysteine-prolisel,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Serine,https://www.skinsafeproducts.com/ingredients/l-serine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Sodium Hyaluronate,https://www.skinsafeproducts.com/ingredients/l-sodium-hyaluronate-0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Taurine,https://www.skinsafeproducts.com/ingredients/l-taurine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Tryptophan,https://www.skinsafeproducts.com/ingredients/l-tryptophan,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Tyrosine,https://www.skinsafeproducts.com/ingredients/l-tyrosine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-Valine,https://www.skinsafeproducts.com/ingredients/l-valine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-methionine,https://www.skinsafeproducts.com/ingredients/l-methionine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
L-tert-Leucine,https://www.skinsafeproducts.com/ingredients/l-tert-leucine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LACCAIC ACID,https://www.skinsafeproducts.com/ingredients/laccaic-acid,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LACTAMIDE MEA,https://www.skinsafeproducts.com/ingredients/lactamide-mea,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LACTOBACILLUS BULGARIS CALCIUM/PHOSPHORUS/MAGNESIUM/ZINC FERMENT,https://www.skinsafeproducts.com/ingredients/lactobacillus-bulgaris-calcium-phosphorus-magnesium-zinc-ferment,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LACTOBACILLUS EXTRACT FILTRATE,https://www.skinsafeproducts.com/ingredients/lactobacillus-extract-filtrate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LACTOBACILLUS/HIBISCUS SABDARIFFA FLOWER FERMENT FILTRATE,https://www.skinsafeproducts.com/ingredients/lactobacillus-hibiscus-sabdariffa-flower-ferment-filtrate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAGERSTROEMIA INDICA EXTRACT,https://www.skinsafeproducts.com/ingredients/lagerstroemia-indica-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAMINARIA CLOUSTONI EXTRACT,https://www.skinsafeproducts.com/ingredients/laminaria-cloustoni-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAMINARIA SACCHARINA EXTRACT,https://www.skinsafeproducts.com/ingredients/laminaria-saccharina-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURETH-13 CARBOXYLIC ACID,https://www.skinsafeproducts.com/ingredients/laureth-13-carboxylic-acid,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURETH-4 CARBOXYLIC ACID,https://www.skinsafeproducts.com/ingredients/laureth-4-carboxylic-acid,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURETH-5 CARBOXYLIC ACID,https://www.skinsafeproducts.com/ingredients/laureth-5-carboxylic-acid,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURETH-6 CARBOXYLIC ACID,https://www.skinsafeproducts.com/ingredients/laureth-6-carboxylic-acid,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURYL AMINOPROPYLGLYCINE,https://www.skinsafeproducts.com/ingredients/lauryl-aminopropylglycine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURYL BENZOATE,https://www.skinsafeproducts.com/ingredients/lauryl-benzoate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURYL DIETHYLENEAMINOGLYCINE,https://www.skinsafeproducts.com/ingredients/lauryl-diethyleneaminoglycine,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURYL LAURATE,https://www.skinsafeproducts.com/ingredients/lauryl-laurate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURYL METHICONE COPOLYOL,https://www.skinsafeproducts.com/ingredients/lauryl-methicone-copolyol,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURYL MYRISTRATE,https://www.skinsafeproducts.com/ingredients/lauryl-myristrate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURYL PALMITATE,https://www.skinsafeproducts.com/ingredients/lauryl-palmitate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURYL SULFATE ESTER TRIETHANOLAMINE SALT,https://www.skinsafeproducts.com/ingredients/lauryl-sulfate-ester-triethanolamine-salt,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURYLDIMONIUM HYDROXYPROPYL HYDROLYZED SOY PROTEIN,https://www.skinsafeproducts.com/ingredients/lauryldimonium-hydroxypropyl-hydrolyzed-soy-protein,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURYLMETHICONE COPOLYOKN NYLON,https://www.skinsafeproducts.com/ingredients/laurylmethicone-copolyokn-nylon,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAURYLMETHICONE COPOLYOL,https://www.skinsafeproducts.com/ingredients/laurylmethicone-copolyol,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LAVENDER FLOWER WAX,https://www.skinsafeproducts.com/ingredients/lavender-flower-wax,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LILAC essential oil,https://www.skinsafeproducts.com/ingredients/lilac-essential-oil,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LINALYL ACETATE,https://www.skinsafeproducts.com/ingredients/linalyl-acetate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LUFFA,https://www.skinsafeproducts.com/ingredients/luffa,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
LYSINE AZELATE,https://www.skinsafeproducts.com/ingredients/lysine-azelate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Labdanum Flower Essential Oil,https://www.skinsafeproducts.com/ingredients/labdanum-flower-essential-oil,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lachesis Mutus 8X,https://www.skinsafeproducts.com/ingredients/lachesis-mutus-8x,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lacifera lacca,https://www.skinsafeproducts.com/ingredients/lacifera-lacca,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lacium barbarum (Goji) powder,https://www.skinsafeproducts.com/ingredients/lacium-barbarum-goji-powder,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactalbumin,https://www.skinsafeproducts.com/ingredients/lactalbumin,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactamidopropyl Trimonium Chloride,https://www.skinsafeproducts.com/ingredients/lactamidopropyl-trimonium-chloride,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactated Pepsin,https://www.skinsafeproducts.com/ingredients/lactated-pepsin,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactic Acid,https://www.skinsafeproducts.com/ingredients/lactic-acid,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactic Acid (Corn),https://www.skinsafeproducts.com/ingredients/lactic-acid-corn,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactic Acid (Derived from Soy),https://www.skinsafeproducts.com/ingredients/lactic-acid-derived-from-soy,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactic Acid (Plant-Derived),https://www.skinsafeproducts.com/ingredients/lactic-acid-plant-derived,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactic Acid And Fruit Vaccinium Uliginosum Berry Extract,https://www.skinsafeproducts.com/ingredients/lactic-acid-and-fruit-vaccinium-uliginosum-berry-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactic Acid/Glycolic Acid Copolymer,https://www.skinsafeproducts.com/ingredients/lactic-acid-glycolic-acid-copolymer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lacticaseibacillus paracasei,https://www.skinsafeproducts.com/ingredients/lacticaseibacillus-paracasei,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactil®,https://www.skinsafeproducts.com/ingredients/lactil-0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactiplantibacillus Ferment Lysate,https://www.skinsafeproducts.com/ingredients/lactiplantibacillus-ferment-lysate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactiplantibacillus Plantarum,https://www.skinsafeproducts.com/ingredients/lactiplantibacillus-plantarum,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactis Lipida (Milk Lipids),https://www.skinsafeproducts.com/ingredients/lactis-lipida-milk-lipids,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactis Proteinum,https://www.skinsafeproducts.com/ingredients/lactis-proteinum,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactitol,https://www.skinsafeproducts.com/ingredients/lactitol,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactobacillis / Rye Flour / Ferment,https://www.skinsafeproducts.com/ingredients/lactobacillis-rye-flour-ferment,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactobacillus,https://www.skinsafeproducts.com/ingredients/lactobacillus,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactobacillus & Cocos Nucifera (AMTicide® Coconut),https://www.skinsafeproducts.com/ingredients/lactobacillus-cocos-nucifera-amticide-coconut,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactobacillus & Cocos Nucifera (Coconut) Fruit Extract,https://www.skinsafeproducts.com/ingredients/lactobacillus-cocos-nucifera-coconut-fruit-extract,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactobacillus Acidophilus,https://www.skinsafeproducts.com/ingredients/lactobacillus-acidophilus,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactobacillus Crispatus,https://www.skinsafeproducts.com/ingredients/lactobacillus-crispatus,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactobacillus Ferment,https://www.skinsafeproducts.com/ingredients/lactobacillus-ferment,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
Lactobacillus Ferment Lysate,https://www.skinsafeproducts.com/ingredients/lactobacillus-ferment-lysate,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
